SKU,Brand,Product Name,Category,ADL Price,MEL Price,Price Difference,ADL packaging,MEL packaging,ADL Specials,MEL Specials,Specials Comp,ADL Suppliers,MEL Suppliers
4803991P,Coles,Brown Onions Prepacked,Summer Entertaining,2.5,2.5,0.0,1kg,1kg,,,True,"['933347 COSTAS (TASMANIA)', '939301 FRESH PRODUCE DC (WA)', '939312 FRESH PRODUCE DC (NSW)', '942633 CARTER & SPENCER NORTH QLD', '414760 ST GEORGE PROD PTY LTD', ""635235 COSTA'S P/L (VIC DC)"", '97446 CARTER & SPENCER GROUP P/L']","['933347 COSTAS (TASMANIA)', '939301 FRESH PRODUCE DC (WA)', '939312 FRESH PRODUCE DC (NSW)', '942633 CARTER & SPENCER NORTH QLD', '414760 ST GEORGE PROD PTY LTD', ""635235 COSTA'S P/L (VIC DC)"", '97446 CARTER & SPENCER GROUP P/L']"
3902896P,Coles,Kitchen Balanced Chicken Cacciatore Pasta,Convenience Meals,7.5,7.5,0.0,320g,320g,,,True,['979047 CHEF FRESH PTY LTD (JFF) (CB)'],['979047 CHEF FRESH PTY LTD (JFF) (CB)']
3475875P,Bref,Scent Switch Marine Aromatic & Citrus Toilet Cleaner,Household,6.0,6.0,0.0,50g,50g,,,True,['972100 HENKEL AUSTRALIA PTY LTD'],['972100 HENKEL AUSTRALIA PTY LTD']
2024098P,Coles,Right Start Fruit & Fibre Cereal,Pantry,2.8,2.8,0.0,420g,420g,$pecials,$pecials,True,"['145823 OVERSEAS SUPPLIER', '950174 HUBBARD FOODS LTD']","['145823 OVERSEAS SUPPLIER', '950174 HUBBARD FOODS LTD']"
3660899P,Rexona,Men Antiperspirant Aerosol Advanced Extra Cool Deodorant,Health & Beauty,7.5,7.5,0.0,220mL,220mL,,,True,['26867 UNILEVER A/ASIA HOME &PERSONAL C'],['26867 UNILEVER A/ASIA HOME &PERSONAL C']
9393015P,Sanitarium,Weet-Bix Breakfast Cereal,Pantry,5.0,5.0,0.0,1.2kg,1.2kg,,,True,['129712 SANITARIUM HEALTH & WELLBEING CO'],['129712 SANITARIUM HEALTH & WELLBEING CO']
209900P,San Remo,Wholemeal Pasta Spirals,Pantry,1.95,1.95,0.0,500g,500g,$pecials,$pecials,True,['68021 SAN REMO MACARONI CO P/L ACCT 1'],['68021 SAN REMO MACARONI CO P/L ACCT 1']
2163221P,Grillman,BBQ Dual Grill Brush,Household,4.8,4.8,0.0,1 each,1 each,$pecials,$pecials,True,"['926409 MAYO HARDWARE P/L', '972884 MAYO HARDWARE PTY LTD']","['926409 MAYO HARDWARE P/L', '972884 MAYO HARDWARE PTY LTD']"
2808735P,Primo,Gluten Free Thinly Sliced Pepperoni Hot Salami,"Dairy, Eggs & Meals",3.25,3.25,0.0,80g,80g,,,True,['328677 PRIMO FOODS PTY LTD'],['328677 PRIMO FOODS PTY LTD']
2865116P,Band-Aid,Adhesive Bandage Fabric Strips,Health & Beauty,5.0,5.0,0.0,50 pack,50 pack,,,True,['24058 JOHNSON & JOHNSON PACIFIC P/L'],['24058 JOHNSON & JOHNSON PACIFIC P/L']
3535387P,Edgell,Red Kidney Beans Pouch,Pantry,1.5,1.5,0.0,100g,100g,,,True,['14729 SIMPLOT AUST P/L'],['14729 SIMPLOT AUST P/L']
2509745P,Celebrate Health,Organic Chicken Chia & Sweetcorn Soup,Pantry,5.0,5.0,0.0,400g,400g,,,True,['963214 CELEBRATEHEALTH'],['963214 CELEBRATEHEALTH']
2389290P,Coles,Cup Tea Bags 100 Pack,Pantry,1.9,1.9,0.0,185g,185g,,,True,"['656186 COLES SUPERMARKETS (EXP)', '938512 NERADA TEA P/L (PRIVATE LABEL)', '971373 IMPRA TEA (COLESBRAND)']","['656186 COLES SUPERMARKETS (EXP)', '938512 NERADA TEA P/L (PRIVATE LABEL)', '971373 IMPRA TEA (COLESBRAND)']"
2129595P,Riviana,Popping Corn,Pantry,1.95,1.95,0.0,400g,400g,,,True,['633534 RIVIANA FOODS P/L'],['633534 RIVIANA FOODS P/L']
4616484P,Coles,Canola Oil,Pantry,8.8,8.8,0.0,4L,4L,,,True,"['962144 WILMAR TRADING (CHINA) PTE LTD', '145823 OVERSEAS SUPPLIER', '431222 ATLANTIC PACIFIC FOODS P/L H/BRA', '972597 100% BOTTLING COMPANY P/L (CB)']","['962144 WILMAR TRADING (CHINA) PTE LTD', '145823 OVERSEAS SUPPLIER', '431222 ATLANTIC PACIFIC FOODS P/L H/BRA', '972597 100% BOTTLING COMPANY P/L (CB)']"
8097720P,Maggi,2 Minute Noodles Fusian Mi Goreng Soy & Mild Spice Cup,Pantry,0.9,0.9,0.0,64g,64g,$pecials,$pecials,True,['621994 NESTLE AUST LTD'],['621994 NESTLE AUST LTD']
6515218P,Gillette,Venus Embrace Shaving Blade Refill,Health & Beauty,9.75,9.75,0.0,4 pack,4 pack,$pecials,$pecials,True,"['950411 PROCTER & GAMBLE AUST P/L (FORME', '422720 PROCTER & GAMBLE AUST P/L']","['950411 PROCTER & GAMBLE AUST P/L (FORME', '422720 PROCTER & GAMBLE AUST P/L']"
1481174P,Cetaphil,Gentle Skin Cleanser,Health & Beauty,10.2,10.2,0.0,500mL,500mL,$pecials,$pecials,True,"['656186 COLES SUPERMARKETS (EXP)', '968960 GALDERMA AUSTRALIA PTY LTD']","['656186 COLES SUPERMARKETS (EXP)', '968960 GALDERMA AUSTRALIA PTY LTD']"
6429353P,Mighty Bellies,Brown Rice Cocoa Flavour Crispy 6 Bars,Back to School,6.0,6.0,0.0,120g,120g,,,True,"['945658 HAMPDEN TRADING P/L', '943657 DKSH GROCERY CONNECT P/L']","['945658 HAMPDEN TRADING P/L', '943657 DKSH GROCERY CONNECT P/L']"
3827779P,Skittles,Smoothies,Pantry,4.5,4.5,0.0,190g,190g,,,True,['974932 MARS WRIGLEY CONFECTIONERY'],['974932 MARS WRIGLEY CONFECTIONERY']
3902386P,Steggles,Nacho Chicken Cheddar Cheese,Frozen,6.0,6.0,0.0,350g,350g,,,True,['410934 BAIADA POULTRY P/L (SET WEIGHT)'],['410934 BAIADA POULTRY P/L (SET WEIGHT)']
5913372P,Coles,Junior Soft Toothbrush,Health & Beauty,1.75,1.75,0.0,1 pack,1 pack,,,True,"['945049 CONCEPT AMENITIES P/L (PRIVATE L', '972399 HUNTER AMENITIES PTY LTD (CB)', '953684 WISDOM BRANDS P/L', '145823 OVERSEAS SUPPLIER', '975428 RANIR LTD']","['945049 CONCEPT AMENITIES P/L (PRIVATE L', '972399 HUNTER AMENITIES PTY LTD (CB)', '953684 WISDOM BRANDS P/L', '145823 OVERSEAS SUPPLIER', '975428 RANIR LTD']"
3001236P,Dove,Pear and Aloe Vera Body Wash,Health & Beauty,13.7,13.7,0.0,1L,1L,,,True,['26867 UNILEVER A/ASIA HOME &PERSONAL C'],['26867 UNILEVER A/ASIA HOME &PERSONAL C']
1468020P,Mentos,Pure Fresh Spearmint Chewing Gum,Pantry,2.0,2.0,0.0,30g,30g,,,True,['945407 STUART ALEXANDER (CONFECTIONERY)'],['945407 STUART ALEXANDER (CONFECTIONERY)']
124717P,John West,Wild Alaskan Pink Salmon,Pantry,4.9,4.9,0.0,210g,210g,$pecials,$pecials,True,['14729 SIMPLOT AU'],['14729 SIMPLOT AU']
8450204P,Shower Power,Regular Shower Cleaner Trigger Pack,Household,6.85,6.85,0.0,500mL,500mL,,,True,['756610 OZ KLEEN ASIA-PACIFIC P/L'],['756610 OZ KLEEN ASIA-PACIFIC P/L']
8675340P,Coles,Tuna Chunks in Olive Oil Blend,Pantry,1.6,1.6,0.0,185g,185g,,,True,"['950118 PATAYA FOOD INDUSTRIES LTD', '964010 SIAM INTERNATIONAL FOOD CO LTD', '145823 OVERSEAS SUPPLIER', '962608 UNICORD PUBLIC CO LTD']","['950118 PATAYA FOOD INDUSTRIES LTD', '964010 SIAM INTERNATIONAL FOOD CO LTD', '145823 OVERSEAS SUPPLIER', '962608 UNICORD PUBLIC CO LTD']"
286956P,Hoyts,Hungarian Sweet Paprika,Pantry,2.4,2.4,0.0,100g,100g,,,True,"['99066 L MONFORTE & CO', '21300 HOYT FOOD MANUF IND P/L']","['99066 L MONFORTE & CO', '21300 HOYT FOOD MANUF IND P/L']"
2358275P,Smith's,Crinkle Cut Original Potato Chips,Summer Entertaining,3.5,3.5,0.0,170g,170g,,,True,['651451 THE SMITHS SNACKFOOD P/L'],['651451 THE SMITHS SNACKFOOD P/L']
6708710P,Whiskas,1+ Years Wet Cat Food With Beef Mince Can,Pet,1.75,1.75,0.0,400g,400g,,,True,['47392 MARS PETCARE AUSTRALIA'],['47392 MARS PETCARE AUSTRALIA']
6026823P,Rafferty's Garden,Chicken Basil & Tomato Pasta Baby Food 10+ Months,Baby,2.45,2.45,0.0,170g,170g,,,True,"[""953453 RAFFERTY'S GARDEN LTD"", ""964409 RAFFERTY'S GARDEN P/L"", ""970237 RAFFERTY'S GARDEN AUST""]","[""953453 RAFFERTY'S GARDEN LTD"", ""964409 RAFFERTY'S GARDEN P/L"", ""970237 RAFFERTY'S GARDEN AUST""]"
6120821P,Coles Deli,Delre Mini Chol,Summer Entertaining,3.6,3.6,0.0,approx. 100g,approx. 100g,,,True,['753785 DELRE INTL'],['753785 DELRE INTL']
2472022P,McCormick,Grill Mates All Star Burger Mix,Pantry,2.0,2.0,0.0,40g,40g,,,True,['32590 MCCORMICK FOODS AUST P/L'],['32590 MCCORMICK FOODS AUST P/L']
3766481P,Rafferty's Garden,Pea Pear Zucchini 4M+,Baby,1.5,1.5,0.0,120g,120g,$pecials,$pecials,True,"[""970237 RAFFERTY'S GARDEN AUST""]","[""970237 RAFFERTY'S GARDEN AUST""]"
3776361P,Cadbury,Marvellous Creations Birthday Cake,Pantry,2.0,2.0,0.0,50g,50g,,,True,['618748 CADBURY P/L'],['618748 CADBURY P/L']
